 ,Location 1,Location 2,Location 3
দেশের সুর্য সন্তান,Chittagong,Lakshmipur,
"""এটা তো নতুন কিছুই না, এতো ঘটা করে প্রচার এর কি আছে, সমঝোতা ভালো হইনি তাই""",Narail,,
একে তো হিরোইঞ্চি মনে হয়...,Panchagarh,,
চাদা চমিক চাদা নেতা কোথায়,Gazipur,,
ore jubodol netar chokh lal kno,Khulna,Kushtia,
সমঝোতার ভিত্তিতে ছাইড়া দেন।,চট্টগ্রাম,,
এর নাম বিএনপি যুবদল,Dhaka,,
কামডা করলো কি?,Dhaka,Chittagong,Gazipur
সাংবাদিকরা সমঝোতা কে চাদা বলতেছে।এমন স্বাধীনতা কি আমরা চেয়েছিলাম?,Mymensingh,,
এটাকে চাঁদা বলিও না বৎস,Rajshahi,Patuakhali,
সমঝোতার অভাব মনে হচ্ছে।,Dhaka,,
"""আটকের নামে খেলাটা হচ্ছে সকালে শুরু বিকালে শেষ,, সাব্বাস আমার বাংলাদেশ,, চাঁদার বাজিতে ভরপুর""",Dhaka,,
লেতা,Barisal,,
AK dom thik hoicy,Dhaka,,
সকালে আটক বিকালে নাটক যদি এটা বন্ধ হয় তাহলে চাঁদাবাজি মুক্ত হবে,Dhaka,,
ইনকাম সোর্স,Tangail,,
বড় নেতা থানায় ফোন দিয়ে বলবো 54দারায় চালান…,Dhaka,,
এগুলা নরমাল,Cumilla,Comilla,
"""খাও বাবা, কিছু একটা করে খাও।""",Natore,,
বাহ,Feni,,
এগুলো তো সমঝোতা চাঁদ কেন বলবে ।,Khulna,Satkhira,
সমঝোতা না করে তোমার ঈদের বকশিস চাওয়া উচিৎ হয়নি,Magura,,
ভদ্রলোক মনে হয় সারা কিছু খায়নি তারা হুরা করে বাসে উঠে চাঁদা ভুলে ছেয়ে বসলো,সিলেট,মৌলভীবাজার,Dhaka
এত টকাই এ আবার নেতা হয় কেমনে,Dhaka,Mymensingh,Dinajpur
চাঁদা না দিলে বাসের চাকা খুলে নিবে এটাও মাথায় রাখতে হবে যেহেতু বিচার কখনই হয় না।,বাগেরহাট,Dhaka,Gazipur
MD Jymil Ahmed Hridoy mama,Dhaka,Netrokona,
অবৈধভাবে আটকের জন্য তীব্র নিন্দা জানাই,চট্টগ্রাম,Cox's Bazar,
এখন বলবে এরা জামাত,সিলেট,শেরপুর,Dhaka
বিকেলে ছাড়া পাবে বিধায় উত্তম মাধ্যম হওয়া উচিত।,Khulna,Satkhira,
চাঁদা বাজি জামায়াত করে নাকি কে করে অন্ধগুলোর দেখে নেয়া উচিৎ,বরিশাল,Dhaka,Jamalpur
দে লাড়া চিনি ছাড়া,Sunamganj,,
সামনে ঈদ,Chittagong,,
ছিছি কি বলেন। বলেন যে সমঝোতা। চঁাদা বলতে নেই লক্ষি রাগ করবে,Bagerhat,,
BNP er uchit tader Leader and Worker der training deya Jate Tara na Dora pore …,Khulna,Rangpur,
দুর মিয়া আর নাম খুজে পান না নাকি.. সব যায়গায় ছাত্রদল যুবদল,Dhaka,,
কঠোর ভাবে নির্মুল করতে হবে,চট্টগ্রাম,Dhaka,Chittagong
ব্যবস্থা নেওয়া হোক,Dhaka,Rangpur,
কি ভালো লাগে রে শুনতে।,গাজীপুর,,
ভাই টেকেন নিয়ে যান নি,Dhaka,Khulna,Jessore
ভাই আমাদের সাধারণ মানুষের খুব অসুবিধা হয়। আমি জিনজিরার বাসিন্দা। মানে এখানে অনেক বড় লেভেলে চাঁদাবাজি হয়। বুড়িগঙ্গা নদী পার…,Dhaka,,
মুখ দেখে খুব নিষ্পাপ লাগছে,Rajshahi,Cox's Bazar,
গুবত,Dhaka,Rangpur,Jamalpur
সমঝোতা করে নিলেই তো হত,Barisal,Barguna,
ভালবাসি চান্দাদল,Dhaka,,
MD Shah Jalal link lagbe?,ঢাকা,,
"""যত রাষ্ট্র কাঠামো ঠিক না হবে। প্রতিটা নির্বাচনে স্বচ্ছতা নিশ্চিত হবে তত NCP, BNP, JAMAT যেই ডাক দেক মাঠে নামবো। দেশের মা…""",Dhaka,,
"""আইন সবার জন্য সমান,, তারেক রহমান জিন্দাবাদ।""",Khulna,,
এই লাইনে কিভাবে ঢুকা যায়। একটু পরামর্শ দিবা,Chittagong,Bandarban,
থেরাপি দেওয়া হোক,Barisal,,
নাটক করে যদি ছেড়ে দেওয়া হয় তাহলে আর লাভ কি পুঁতে ফেলতে হবে,Dhaka,,
"""শুধু আটক করলে চলবে না, পঙ্গু করে জেলে পাঠান। বাকি জীবনটা যেন জেলে কাটাইতে পারে।""",Dhaka,Gazipur,
মারহাবা,Dhaka,,
বাহ খুব সুন্দর,Chittagong,Patuakhali,
আরে এটা কোন ব্যাপার না বড় নেতা আছে না,Comilla,,
মাশাল্লাহ,Dhaka,Munshiganj,
আটক করাটা নাটক তা না হলে লেগুনার ড্রাইভার নাকি সিরিয়ালের জন্য মরছে একজন ডিসি বলে ধিক্কার জানাই এমন সংগঠনের প্রতি যারা মানুষের …,Dhaka,,
Joy Bangla...,Dhaka,Munshiganj,
"""সমজোতায় সব চলবে,, মিডিয়া ai দিয়ে ভিডিও বানিয়ে বলে যুবদল করছে ছাত্র দল করছে সব মিডিয়ার কারিশমা""",Tangail,,
ওটা চাদা না সমোঝোতা,Khulna,Satkhira,
"""খুব শিগ্রই সকল প্রকার চাঁদাবাজি বন্ধ হবে, ইনশাআল্লাহ।""",Khulna,,
ছি ছি ছিহরে ননি ছিহ,Comilla,,
মির্জা আব্বাস কে সমঝোতা ও চাঁদা বিষয়ক মন্ত্রী করার জোরদার দাবি জানাচ্ছি,ঢাকা,Cox's Bazar,
ফেসবুকে শুধু দেখা যায় বাস্তবে তো দেখা যায় না,Dhaka,,
ঐ নেতা এবং একে কমিটি অনুমোদন দেওয়া সবাইকে ক্লিন হাটের আওতায় আনা হওক।,Chittagong,Cox's Bazar,
জনগন গুজবে কান দিয়েন না।,Lalmonirhat,,
সমঝোতার ভিত্তিতে টাকা দাও।,Cox's Bazar,,
ঈদ মোবারক,Dhaka,,
"""কিসের আবার চাঁদা, বাংলাদেশে চাঁদা আছে নী""",Mymensingh,Sherpur,
আরে দূর এগুলো সমঝোতা এগুলো নিউজ করা লাগে,Chittagong,Noakhali,
হেতেরে হিড়িয়ালা,Feni,,
এই নিউজ চ্যানেলগুলো এত এত টাকা খাওয়ার পরেও বিএমপির বিপক্ষে কথা বলে এগুলো হলো নেমকহারাম,Dhaka,,
বাহ বাহ,Barisal,,
লাগারে লাগা দোলায় লাগা,Chittagong,,
জামাত শিবির বলে চালিয়ে দেওয়া যায় না,Dhaka,Comilla,
বিএনপিকে দুর্বল করার জন্য ভেতর থেকেই কিছু গুপ্ত গোষ্ঠী অপকর্ম চালাচ্ছে। কিন্তু জনগণ আর অন্ধ নয়—সবই বুঝে গেছে। বিএনপি এখন প্রম…,Khulna,,
নয়ন জুড়ানো খবর,Dhaka,Sylhet,Gopalganj
"""মাশাল্লাহ, চালিয়ে যাও তোমরা।""",Dhaka,Barisal,
ইন্না-লিল্লাহে ওয়াইন্না ইলাহে রাজিউন।,Chittagong,Noakhali,
ঈদ মোবারক,Dhaka,,
চান্দা ভাই তোমার ছাড় নাই।,Dhaka,Kishoreganj,
